BVB_ID,player_name,player_country,podium%,gender,isBlack_Challenge,isBlack_Elite16,isBlack,partners_count,duration_median,height_imputed,current_age,games_points_metric
8640,Alexey Kuleshov,Kazakhstan,0.0,M,False,False,False,4.0,36.0,75.0,35.0,0.7953550566112065
8649,Toni Vahela,Finland,0.0,M,False,False,False,1.0,33.5,73.0,38.0,-0.03714487469566709
8653,Lawrence Montas,Sweden,0.0,M,False,False,False,1.0,39.0,77.0,38.0,-0.5073157783439972
8654,Kjell Jonsson,Sweden,0.0,M,False,False,False,1.0,39.0,74.0,42.0,-0.5073157783439972
8668,Johnathan Breen,United States,0.0,M,False,False,False,2.0,38.0,75.0,38.0,-0.5642499796469423
8669,Chris Sayer,United States,0.0,M,False,False,False,1.0,51.0,72.0,52.0,-0.6136247958583656
8670,CJ Emanuelson,United States,0.0,M,False,False,False,1.0,36.0,74.0,45.0,-0.6136247958583656
8672,Craig Kolek,United States,0.0,M,False,False,False,1.0,36.0,70.0,53.0,-0.6136247958583656
8674,Timothy 'Tubby' Lindner,United States,0.0,M,False,False,False,1.0,32.0,74.0,52.0,-0.6136247958583656
8675,Rob Maloney,United States,0.0,M,False,False,False,1.0,28.0,70.0,44.0,-0.6136247958583656
8679,Jonah Mytro,United States,0.0,M,False,False,False,1.0,45.5,75.0,43.0,-0.6131490174413048
8682,Patric Santiago,United States,0.0,M,False,False,False,5.0,39.0,73.0,40.0,-0.32736724534810313
8683,Jim Sias,United States,0.0,M,False,False,False,8.0,28.5,74.0,43.0,-0.2697986728224102
8684,Samuel Topazio,United States,0.0,M,False,False,False,1.0,30.0,70.0,32.0,-0.6136247958583656
8685,Steven Topazio,United States,0.0,M,False,False,False,1.0,30.0,70.0,34.0,-0.6136247958583656
8686,Bruno Tramontozzi,United States,0.0,M,False,False,False,1.0,41.0,75.0,52.0,-0.6136247958583656
8687,Brian Wells,United States,0.0,M,False,False,False,6.0,42.5,76.0,36.0,-0.057918068485987545
8688,Steven Wells,United States,0.0,M,False,False,False,1.0,42.0,73.0,34.0,-0.4858526799948085
8689,Strider Wibel,United States,0.0,M,False,False,False,1.0,32.0,77.0,45.0,-0.5841796035820457
8690,Matt Isaacs,United States,0.0,M,False,False,False,1.0,41.0,74.0,43.0,-0.6136247958583656
8691,Chris Strobel,United States,0.0,M,False,False,False,1.0,35.0,72.0,44.0,-0.6136247958583656
8709,Andrej Takác,Czech Republic,0.0,M,False,False,False,2.0,39.0,75.096018735363,38.0,-0.5731311767654111
8711,Fábio Guerra,Brazil,0.33,M,False,False,False,1.0,54.0,80.0,48.0,-0.5723382127369765
8712,Constantin Quadt,Switzerland,0.0,M,False,False,False,1.0,37.5,75.0,34.0,-0.4223637200159145
8713,Alexei Strasser,Switzerland,0.07,M,False,False,False,7.0,39.0,80.0,35.0,1.5076459527780486
8719,Daniel Balanhese,United States,0.0,M,False,False,False,1.0,39.5,75.0,37.0,-0.6131490174413048
9608,Daniel Dalanhese,United States,0.03,M,False,False,False,2.0,39.0,74.0,38.0,0.46548694829170384
8720,Hudson Bates,United States,0.09,M,False,False,False,8.0,48.0,77.0,37.0,0.8248033285808627
8721,Shane Donohue,United States,0.0,M,False,False,False,17.0,45.0,74.0,35.0,1.042392042044681
8722,Chris George,United States,0.0,M,False,False,False,2.0,56.0,68.0,50.0,-0.5588578242535863
8723,Michael Galli,United States,0.0,M,False,False,False,1.0,42.0,73.0,54.0,-0.6136247958583656
8724,Ryan Gano,United States,0.0,M,False,False,False,1.0,44.0,72.0,47.0,-0.5632984228128207
8725,Tom Kohler,United States,0.0,M,False,False,False,26.0,45.0,75.0,35.0,0.9256665051817566
8726,Marcus Santos,United States,0.0,M,False,False,False,2.0,49.0,74.0,38.0,-0.31039658326226577
8727,Chris Scrabis,United States,0.0,M,False,False,False,1.0,33.0,78.0,41.0,-0.6136247958583656
8728,Brian Kelley,United States,0.0,M,False,False,False,1.0,24.0,73.0,43.0,-0.5884616093355932
8729,Dan Sempkowski,United States,0.0,M,False,False,False,3.0,40.0,71.0,35.0,-0.46248708391604376
8730,Michael Boosin,United States,0.0,M,False,False,False,7.0,36.5,75.0,56.0,-0.42231065043446314
8731,Nils Madsen,United States,0.0,M,False,False,False,1.0,34.0,76.0,65.0,-0.6136247958583656
8734,Cedric Legrand,Australia,0.0,M,False,False,False,2.0,36.5,75.0,34.0,-0.5732897695710981
8735,Michael Prindiville,Australia,0.0,M,False,False,False,1.0,38.0,76.0,34.0,-0.6131490174413048
