BVB_ID,player_name,player_country,podium%,gender,isBlack_Challenge,isBlack_Elite16,isBlack,partners_count,duration_median,height_imputed,current_age,games_points_metric
16326,Eric Beranek,United States,0.03,M,False,False,False,14.0,49.0,72.0,26.0,0.9617238372861474
16327,Adrian Guthals,United States,0.0,M,False,False,False,2.0,38.0,75.096018735363,34.0,-0.5460118069929439
16328,Timothy Brewster,United States,0.15,M,False,False,False,11.0,47.0,72.0,22.0,2.9779617021176956
16329,Marcus Partain,United States,0.0,M,False,False,False,3.0,44.0,74.0,22.0,-0.13832462096926748
16330,Roy McFarland,United States,0.0,M,False,False,False,2.0,43.0,75.096018735363,25.0,-0.4309271155843422
16331,Maddy Roh,United States,0.0,W,False,False,False,1.0,32.0,71.0,26.0,-0.5272447863404333
16333,Samantha Manley,United States,0.0,W,False,False,False,1.0,49.0,70.00311958405545,26.0,-0.5762499632976986
16335,Alyssa Slagerman,United States,0.0,W,False,False,False,1.0,59.0,70.00311958405545,23.0,-0.5624523892029346
16336,Kimberly Smith,United States,0.05,W,False,False,False,14.0,41.0,75.0,30.0,0.8501794093681081
16337,Karissa Cook,United States,0.15,W,False,False,False,11.0,39.0,71.0,31.0,1.4691134444441267
16344,Hailee Earnest,United States,0.0,W,False,False,False,1.0,45.0,70.00311958405545,26.0,-0.5732366999896467
16345,Anne Marie Taylor,United States,0.0,W,False,False,False,10.0,39.0,76.0,29.0,-0.22264353995193684
16350,Kelsey Veltman,Canada,0.0,W,False,False,False,1.0,37.0,74.0,26.0,-0.5038267366188844
16351,Benjavs Toms,Latvia,0.0,M,False,False,False,2.0,35.0,75.096018735363,33.0,-0.509483008042163
16352,Kinga Legieta,Poland,0.0,W,False,False,False,7.0,37.0,69.0,25.0,-0.05992855319446817
16353,Robert Poole,England,0.0,M,False,False,False,2.0,36.0,75.096018735363,26.0,-0.5174126483265101
16354,Issa Batrane,England,0.06,M,False,False,False,5.0,41.0,69.0,26.0,0.3990896322903263
16355,Yannick Harms,Germany,0.04,M,False,False,False,3.0,40.0,77.0,28.0,1.043924900520099
16359,Laura Caluori,Switzerland,0.02,W,False,False,False,3.0,34.0,72.0,28.0,0.7916574321922918
16360,Lars Maddens,Belgium,0.0,M,False,False,False,1.0,52.5,75.096018735363,25.0,-0.5378180506786744
16366,Ryan Bayer,United States,0.0,M,False,False,False,1.0,32.0,75.096018735363,37.0,-0.6080740476593226
16367,Sam Collins,United States,0.0,M,False,False,False,1.0,30.0,75.096018735363,21.0,-0.6080740476593226
16369,David Grangaard,United States,0.0,M,False,False,False,4.0,40.0,75.096018735363,47.0,-0.47115661864737424
16370,Jack Hopkins,United States,0.0,M,False,False,False,1.0,30.0,75.096018735363,20.0,-0.6080740476593226
16371,Taylor Hughes,United States,0.0,M,False,False,False,2.0,41.0,75.096018735363,32.0,-0.49801125645125177
16372,Billy Marcozzi,United States,0.0,M,False,False,False,2.0,36.5,75.096018735363,42.0,-0.5241790693895972
16373,Alistair Templeton,United States,0.0,M,False,False,False,1.0,35.0,75.096018735363,44.0,-0.6066467124081402
16374,Ryan Townsend,United States,0.0,M,False,False,False,1.0,23.0,75.096018735363,50.0,-0.6080740476593226
16375,Mahlon Bender,United States,0.0,M,False,False,False,1.0,44.0,75.096018735363,26.0,-0.6080740476593226
16376,Corinne Quiggle,United States,0.14,W,True,False,True,13.0,40.5,70.0,25.0,3.3975433485678925
16377,Elise Zappia,United States,0.0,W,False,False,False,7.0,40.5,70.0,26.0,-0.25896067651557947
16378,Caroline Allen,United States,0.0,W,False,False,False,4.0,40.0,70.0,42.0,-0.34671433576457567
16379,Isabelle Carey,United States,0.0,W,False,False,False,5.0,43.0,71.0,25.0,-0.4570418589412364
16380,Abril Bustamante,United States,0.0,W,False,False,False,3.0,49.0,72.0,25.0,-0.5034034118446078
16381,Hannah Phair,United States,0.0,W,False,False,False,1.0,42.0,71.0,23.0,-0.6080740476593226
16382,Brook Micheals,United States,0.0,W,False,False,False,1.0,31.0,70.00311958405545,23.0,-0.6080740476593226
16383,Jonny Baham,United States,0.0,W,False,False,False,2.0,38.0,70.00311958405545,23.0,-0.4951565859488868
16384,Carli Lloyd,United States,0.0,W,False,False,False,2.0,58.5,71.0,33.0,-0.4440366329362398
16385,Julie Consani,United States,0.0,W,False,False,False,2.0,60.0,71.0,30.0,-0.5772015201318202
16386,Zuzana Cizova Spencer,United States,0.0,W,False,False,False,3.0,41.0,70.0,35.0,-0.3604594562165555
16387,Chloe Luyties,United States,0.0,W,False,False,False,1.0,43.0,70.00311958405545,24.0,-0.5537828544716041
16388,Madi Yeomans,United States,0.0,W,False,False,False,4.0,45.0,73.0,25.0,-0.4727425467042437
16389,Ashley Murray,United States,0.0,W,False,False,False,1.0,50.0,70.00311958405545,41.0,-0.6080740476593226
16390,Mandi Nuttall,United States,0.0,W,False,False,False,1.0,50.0,70.00311958405545,39.0,-0.6080740476593226
16391,Michael Saeta,United States,0.0,M,False,False,False,1.0,46.0,77.0,28.0,-0.6066467124081402
16392,Kelli Dallman,United States,0.0,W,False,False,False,2.0,37.0,70.00311958405545,31.0,-0.5748226280465161
16393,Allison Buck,United States,0.0,W,False,False,False,1.0,35.0,67.0,32.0,-0.6026818922659666
16394,Tess Rogers,United States,0.0,W,False,False,False,2.0,35.0,70.00311958405545,38.0,-0.5743468496294553
16395,Theresa Cole,United States,0.0,W,False,False,False,1.0,45.0,69.0,36.0,-0.6026818922659666
16396,Daina Marsh,United States,0.0,W,False,False,False,1.0,45.0,70.00311958405545,37.0,-0.6026818922659666
16397,Samantha Klump,United States,0.0,W,False,False,False,2.0,29.0,70.00311958405545,32.0,-0.5802147834398721
16398,Tatiana Mirutenkoo,United States,0.0,W,False,False,False,1.0,29.0,70.00311958405545,32.0,-0.6066467124081402
16399,Courtney Jungnickel Baleiko,United States,0.0,W,False,False,False,2.0,38.0,67.0,33.0,-0.03069255955061756
16400,Champagne Ashley,United States,0.0,W,False,False,False,2.0,25.0,70.00311958405545,34.0,-0.5748226280465161
16401,David Joyce,United States,0.0,M,False,False,False,2.0,50.0,72.0,34.0,-0.548549291883935
16402,Pat Cronshaw,United States,0.0,M,False,False,False,5.0,41.0,75.096018735363,31.0,-0.22010482318361124
